pathway	external_id	source	entrez_gene_ids
Mitotic Prometaphase	REACT_102823	Reactome	73699,66442,66977,67052,83815,16319,66140,70454,208628,215387,67629,54392,59015,66468,228421,72415,20842,69928,236930,26886,71876,218914,17120,18817,12236,232987,12615,16563,73470,68014,445007,12442,226747,26951,70099,67203,13006,13589,100710,68549,12617,56430,103468,69912,52504,225849,67733,66570,110379,66934,11799,26932,19053,75786,20877,52696,19047,68298,103573,66336,108911,19386,18221,19387,56150,19357,18472,13001,76707,71521,60411,320394,229841,70315,12534,12995,108000,51792,234865,72124,12235,226849,19052,83431,76499,20843,24061,102920,14211,57294,72155,268697,381318,12237,107995,76464,21770,13000,52276,67139,269966,73804,26931,216965,70385,67037,69736,67849
Hydrolysis of LPE	REACT_130331	Reactome	74,182,232,889
aspartate biosynthesis	ASPBIO-PWY	MouseCyc	1,856,314,719
Mitotic Metaphase/Anaphase Transition	REACT_88639	Reactome	6,714,118,817
Heme biosynthesis	REACT_98585	Reactome	22,275,703,831,702,500,000,000,000,000,000,000,000,000,000,000,000,000,000
adenosine nucleotides degradation II	SALVADEHYPOX-PWY	MouseCyc	11,053,222,436,114,800,000,000,000
DCC mediated attractive signaling	REACT_135493	Reactome	140,831,797,318,208,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Heme degradation	REACT_63465	Reactome	3,944,362,330,161,530,000,000,000,000
Metabolism of porphyrins	REACT_78336	Reactome	222,767,038,322,275,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Phosphate bond hydrolysis by NUDT proteins	REACT_155312	Reactome	2,142,542,134,841,770,000,000,000,000,000,000,000
Sterols are 12-hydroxylated by CYP8B1	REACT_82380	Reactome	13124
Endogenous sterols	REACT_77256	Reactome	131,231,307,018,976,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Synthesis of PC	REACT_144769	Reactome	126,606,489,999,712,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Removal of DNA patch containing abasic residue	REACT_30423	Reactome	717,261,179,226,839,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Resolution of AP sites via the multiple-nucleotide patch replacement pathway	REACT_109111	Reactome	717,261,179,226,839,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Resolution of Abasic Sites (AP sites)	REACT_103539	Reactome	7,172,626,839,518,970,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Base Excision Repair	REACT_108592	Reactome	7,172,618,970,679,670,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
PI and PC transport between ER and Golgi membranes	REACT_134777	Reactome	56305
Translesion synthesis by HREV1	REACT_107482	Reactome	56210
Integrin cell surface interactions	REACT_100071	Reactome	17123,67374,16410,16419,16401,109700,12828,16414,16421,237759,241226,12817,16407,22370,12841,16416,12826,21825,12845,319480,13138,16409,16420,99571,16400,83964,12829,320910,21923,104099,16399,15896,12550,16408,20750,12839,22329,15891,213119,14161,16412,107581,16456,12822,16398,78369,16411,14118,16542,16402,12505,17022,16415,15530,12827,14268,15894,12215,16423,110135
Translesion synthesis by Pol eta  	REACT_105035	Reactome	80905
heparan sulfate biosynthesis (late stages)	PWY-6558	MouseCyc	154,765,819,317,423,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Acyl chain remodelling of PC	REACT_132351	Reactome	663,502,700,846,652,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
MHC class II antigen presentation	REACT_127194	Reactome	###############################################################################################################################################################################################################################################################
spermidine biosynthesis I	BSUBPOLYAMSYN-PWY	MouseCyc	1,170,220,810,100,040,000
Translesion synthesis by Pol zeta	REACT_33706	Reactome	1,971,471,890
Translesion synthesis by DNA polymerases bypassing lesion on DNA template 	REACT_77290	Reactome	56,210,197,147,189,000,000
DNA Damage Bypass	REACT_85773	Reactome	56,210,197,147,189,000,000
xylitol degradation	LARABITOLUTIL-PWY	MouseCyc	10,244,820,322
Signaling by activated point mutants of FGFR1	REACT_143623	Reactome	1,416,414,179,646,540,000,000,000,000,000,000,000,000,000,000,000,000,000
Separation of Sister Chromatids	REACT_155309	Reactome	73699,59008,66442,66977,67052,83815,68612,16319,70315,66140,70454,66440,208628,67629,59015,66468,228421,217232,72415,20842,69928,236930,26886,71876,218914,105988,17120,18817,12236,232987,12615,16563,73470,99152,68014,445007,226747,26951,67203,13006,13589,30939,100710,68549,216080,78294,12617,56430,103468,69912,52504,225849,67733,75786,110379,66934,11799,26932,667035,19053,66570,17222,20877,52696,19047,22194,52563,103573,66336,108911,19386,18221,68999,69957,19387,56150,19357,18472,76707,52206,71521,60411,320394,229841,22187,108000,51792,234865,72124,12235,22190,226849,19052,83431,76499,20843,56317,102920,57294,24061,72155,381318,12237,107995,76464,21770,52276,67139,269966,73804,26931,216965,22186,70385,67037,69736,67849
Hydrolysis of LPC	REACT_140110	Reactome	43,346,674,182,232,800,000,000,000,000,000,000,000,000,000
Glucagon-type ligand receptors	REACT_105339	Reactome	###############################################################################################################################################################################################################################################################
Synthesis of PS	REACT_142957	Reactome	2,738,819,210
ATM mediated phosphorylation of repair proteins	REACT_85083	Reactome	15,270,121,891,192,000,000,000,000
ATM mediated response to DNA double-strand break	REACT_137473	Reactome	15,270,121,891,192,000,000,000,000
Initiation of Nuclear Envelope Reformation	REACT_162961	Reactome	1,905,271,782,137,260,000,000,000,000,000,000,000,000
Nuclear Envelope Reassembly	REACT_163552	Reactome	1,905,271,782,137,260,000,000,000,000,000,000,000,000
Mitotic Anaphase	REACT_157176	Reactome	73699,59008,66442,66977,67052,83815,68612,16319,70315,66140,70454,66440,208628,67629,59015,66468,228421,217232,72415,20842,69928,236930,26886,71876,218914,105988,17120,18817,12236,232987,12615,16563,73470,99152,68014,445007,226747,26951,67203,13006,13589,30939,100710,68549,216080,78294,12617,56430,103468,69912,52504,225849,67733,75786,110379,66934,11799,26932,667035,19053,16905,66570,17222,20877,52696,19047,22194,52563,13726,23825,103573,66336,108911,19386,18221,68999,69957,19387,56150,19357,18472,76707,52206,71521,60411,320394,229841,22187,108000,51792,71978,234865,72124,12235,22190,226849,19052,83431,76499,20843,56317,102920,57294,24061,72155,71782,22367,381318,12237,107995,76464,21770,52276,67139,269966,73804,26931,216965,22186,70385,67037,69736,67849
Mitotic Metaphase and Anaphase	REACT_154594	Reactome	73699,59008,66442,66977,67052,83815,68612,16319,70315,66140,70454,66440,208628,67629,59015,66468,228421,217232,72415,20842,69928,236930,26886,71876,218914,105988,17120,18817,12236,232987,12615,16563,73470,99152,68014,445007,226747,26951,67203,13006,13589,30939,100710,68549,216080,69957,78294,12617,56430,103468,69912,52504,225849,67733,75786,110379,66934,11799,26932,667035,19053,16905,66570,17222,20877,52696,19047,22194,52563,13726,23825,103573,66336,108911,19386,18221,68999,67141,19387,56150,19357,18472,76707,52206,71521,60411,320394,229841,22187,108000,51792,71978,234865,72124,12235,22190,226849,19052,83431,76499,20843,56317,102920,57294,24061,72155,71782,22367,381318,12237,107995,76464,21770,52276,67139,269966,73804,26931,216965,22186,70385,67037,69736,67849
pyrimidine ribonucleotides interconversion	PWY-5687	MouseCyc	517,975,593,617,156,000,000,000,000,000,000,000,000,000,000,000,000
Acyl chain remodelling of PS	REACT_134101	Reactome	1,877,866,350,265,650,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Signaling by FGFR1 amplification mutants	REACT_136165	Reactome	14182
uridine-5,-phosphate biosynthesis	PWY-5686	MouseCyc	2,272,312,224,769,710
pyrimidine ribonucleotides <i>de novo</i> biosynthesis	PWY0-162	MouseCyc	5,179,755,936,171,560,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Synthesis of PI	REACT_140340	Reactome	7,459,652,858
Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2	REACT_141153	Reactome	13077
Cohesin Loading onto Chromatin	REACT_158710	Reactome	1,300,674,549,715,210,000,000,000,000,000,000,000,000,000,000,000,000
Mitotic Telophase/Cytokinesis	REACT_112029	Reactome	193,481,300,624,061,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
M Phase	REACT_105412	Reactome	73699,59008,66442,66977,67052,59021,83815,68612,16319,22187,66140,70454,227720,59126,218210,208628,215387,67629,54392,59015,66468,228421,217232,72415,69482,69928,236930,74549,26886,67121,71876,218914,105988,17120,18817,12236,232987,59046,12615,16563,73470,99152,68014,445007,12442,21770,226747,18226,26951,70099,67203,13006,13589,66440,100710,71175,227699,68549,216080,26417,19324,69957,78294,30939,74498,12617,19348,72155,56430,103468,52504,69912,225849,67733,75786,110379,66934,108989,11799,56041,26932,667035,19053,52432,18141,16905,99412,26413,66570,17222,56205,52696,19047,22194,52563,13726,68298,23825,19069,103573,66336,108911,19386,19387,18221,68999,76707,71844,67141,223921,56150,19357,18472,66679,231042,13001,107939,52206,20842,71521,60411,66352,320394,229841,70315,12534,12995,108000,71805,51792,71978,234865,72124,12235,22190,226849,19052,83431,76499,20843,24061,102920,70231,14211,57294,56317,20877,107995,71782,268697,22367,100043313,71819,54563,381318,12237,269113,76464,170762,70699,217718,13000,52276,67139,269966,73804,26931,216965,22186,70385,67037,69736,67849
salvage pathways of pyrimidine ribonucleotides	PWY0-163	MouseCyc	7,665,475,533,543,690,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Acyl chain remodelling of PI	REACT_143106	Reactome	6,635,022,584,518,780,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks	REACT_99154	Reactome	15,270,193,601,753,500,000
MRN complex relocalizes to nuclear foci	REACT_109533	Reactome	15,270,193,601,753,500,000
Recruitment of repair and signaling proteins to double-strand breaks	REACT_103810	Reactome	19,360,273,541,527,000,000,000,000,000,000,000,000,000
MyD88-independent cascade 	REACT_32587	Reactome	73699,110651,16476,20203,19766,56489,319520,17164,192656,72349,14281,11796,18034,26396,18033,16150,56532,17260,20208,18036,108960,12370,54131,216080,26417,78294,14082,11820,66105,26420,257632,11596,13211,19053,11909,26399,19094,26414,12912,17087,26400,56550,26413,17874,66724,13712,20112,235584,20111,15289,67603,26416,21898,66513,22187,12534,142980,26395,51792,667035,68652,22190,19052,12475,11908,26398,54123,107607,102626,26409,12675,11797,56480,16179,73318,106759,18035,26397,66676,22031,23939,20209,21770,16151,22034,26419,73086,22186,19697
Processing of DNA double-strand break ends	REACT_90483	Reactome	198,916,824,068,275
Toll Like Receptor 5 (TLR5) Cascade	REACT_32242	Reactome	73699,26414,26413,21770,26401,17260,110651,13211,11908,26398,20208,16476,20203,18033,107607,102626,26409,18036,12675,108960,18035,17164,67245,17874,66724,19052,93765,192656,26400,26417,20112,66589,14281,26420,235584,20111,23939,11820,13712,19697,26397,18034,15289,67603,26419,26416,93834,66513,26396,319520,12534,16151,19094,72349,257632,11596,26395,19053,22034,16179,73086,11909,51792,26399,20209,26940,12912,16150,68652
Olfactory Signaling Pathway	REACT_130994	Reactome	258701,258553,258564,259007,18312,258658,329460,258680,258468,258922,259017,259092,258357,258880,258732,404318,258698,258550,436002,258409,258996,258784,257921,258587,258814,258821,258673,258397,258772,258491,259014,258279,258354,258937,258725,258449,259036,258903,258618,258267,258406,258713,18366,211472,56861,258216,18324,259041,258840,258105,259071,259082,258347,258934,258305,258744,257881,258532,80706,57271,258569,258944,56858,257933,258520,258663,258387,259109,258833,258027,259075,258336,404335,18369,258439,218066,259097,258291,258366,258154,258461,258600,258249,258979,258703,258418,259001,258789,18314,258967,259106,258228,258830,258016,258682,258470,259053,404324,258640,258492,259019,258882,258147,258734,258458,258593,258246,117005,258692,18341,258544,258268,14699,258998,258786,258857,18307,258808,258675,258399,258845,258039,258633,258420,257902,545205,259008,258939,258727,258451,258303,258314,258897,258749,258261,258400,258991,258920,258854,57272,259161,258218,258525,56015,258842,544748,258630,404473,258206,258341,404336,258652,257917,258292,258307,258894,258746,257883,258980,258117,258704,258571,258423,257972,258869,258657,258381,258968,258756,258687,259062,258338,404329,258645,276865,257872,258463,404317,258697,258560,259003,258136,258866,258515,258961,258676,258464,259055,404222,29849,258494,259013,259088,258353,258728,258595,258319,258694,258270,258405,258992,258716,258859,18365,258583,258371,18331,258393,259044,258768,258635,29846,258487,259010,258275,258350,258933,258074,258721,258445,258308,258899,258160,257884,258614,258402,258985,258572,259163,258424,257936,258973,259112,258178,258836,258101,259067,404338,18372,258067,258654,259025,259100,14688,258153,257665,100038860,258982,258706,257971,258417,259004,258792,18313,258516,258659,258970,258235,258098,258681,258469,259056,404331,258647,66786,258435,259022,258362,258881,258733,634104,258245,258320,404319,258699,258551,258562,259145,258997,258785,18310,258584,258372,258930,259124,277935,258042,258636,258355,406186,258454,258313,258900,258688,258264,258407,258994,258853,18367,258506,258767,258804,258819,258671,259046,257898,258481,259068,259083,258344,258935,258068,258447,259034,258299,258310,258893,258745,258608,18315,258987,258120,18356,258589,258426,18322,258660,258252,258975,258763,258103,258478,259061,258924,258648,257913,259027,258155,258601,258325,258700,258552,258730,258794,257931,258518,193053,259107,258752,258831,258683,259058,404325,257910,259016,259095,258281,258883,258459,258598,258322,117004,258693,257962,404315,258620,259147,258269,258408,258999,258787,258586,258672,259051,259126,258775,258914,258036,258051,258638,29845,259009,258315,258902,258690,258542,258401,258988,258954,258665,259040,259119,258177,258764,258843,258631,259070,258207,404337,258653,258441,258293,258304,258895,257880,258923,258557,258568,545140,18316,244187,258386,258969,258757,258832,258097,258684,259063,259074,258196,258339,18346,258650,257915,259021,258290,258361,258736,258460,258702,110511,258554,259000,258788,258591,258677,216783,258465,259052,258189,258776,258495,259018,259089,258358,258941,258729,258453,258592,258241,258316,258907,258168,258695,258993,258717,258580,18317,258959,258811,258822,18328,258674,259045,258769,258844,258632,259011,258351,404346,258075,258433,258450,259033,258302,258309,258896,258748,258536,258403,258990,546747,258573,258425,228228,258879,18321,258524,259042,259113,258340,258064,404322,257916,258443,258158,258983,18352,258559,258422,258793,258517,258656,258380,258971,259110,257985,258686,404328,100042690,258644,257909,258363,258151,258738,258462,258597,259026,258321,404316,258696,258563,259002,258585,258373,258960,259054,258489,259012,259091,258277,258352,258943,258455,258901,258689,258616,259143,258404,258719,258507,259165,258370,258805,18330,257734,14680,259047,258180,258846,258634,384732,258486,259069,170639,258932,258720,259035,258296,258898,258163,258984,258121,18357,258575,258427,258215,258661,259115,258025,257888,259066,100040268,258342,258925,258649,259024
GPCR downstream signaling	REACT_34241	Reactome	20308,12771,387354,16867,53972,258701,353167,258553,258564,259007,14428,18312,258658,329460,243407,58991,258680,102098,12057,258468,259013,84112,258922,269608,259017,259092,22045,258357,258880,19217,258732,11515,67405,14744,224014,387347,404318,20607,258698,11548,99296,258550,14714,14294,436002,258409,258996,57253,258784,17199,241489,257921,258587,65956,20609,258814,258821,109904,258673,14685,12425,258772,69632,51791,11553,19228,258491,259014,54409,110168,258279,258354,258937,18387,258725,258449,259036,258903,258319,15566,11541,258618,258267,258406,207728,258713,236915,18366,57349,211472,110385,56861,258216,268934,18324,12922,14682,259041,258840,258105,11998,259071,259082,258347,258934,12311,104111,258305,14290,258744,171207,257881,258532,20208,258882,230972,57271,258569,353325,258944,56858,233571,19064,54598,257933,258520,258663,13490,26361,14675,259109,67865,14527,258833,30044,258027,16438,259075,22094,387616,258336,404335,52666,257985,19353,13139,218066,259097,258291,258366,258154,55985,11516,18576,20310,258461,258600,56470,258249,18708,258979,213527,114229,258703,18755,57260,353166,258418,259001,208990,258789,17200,18314,18166,101497,258967,259106,258228,258830,258016,258682,20304,75547,258470,259053,18578,56183,404324,18430,227333,258640,13610,12145,258492,259019,14823,21334,80706,23945,387515,258147,258734,258458,258593,258246,117005,21336,258692,11550,18341,258544,14699,258268,18795,258998,321021,258786,258857,18307,14063,18753,258808,258675,15550,258399,78826,64214,258845,12267,258039,258633,258420,257902,545205,259008,50778,100862177,258939,71704,258727,258451,258303,258314,258897,258749,15560,19735,12777,258261,258400,258991,258920,258854,17773,57272,68039,259161,18754,12773,574402,258218,12765,70839,14676,110197,20608,56015,258842,544748,16443,258630,404473,258206,258341,404336,14674,258652,257917,217480,100043254,258292,258307,258894,20315,258746,257883,12774,217369,258980,65086,258117,258704,258571,18216,258423,14687,257972,258869,258657,258381,258968,14427,258756,19219,14309,320127,259062,11513,11848,18583,258338,404329,16644,258645,13615,276865,56744,227289,108069,257872,258463,14539,404317,258697,14061,258560,226970,11555,18796,259003,387345,258136,258866,230777,258515,14773,14064,20287,258961,15171,20662,11607,104418,57385,258676,258464,259055,13491,404222,29849,11556,387346,258494,54615,259088,258353,54140,18390,258728,20297,258595,78134,18101,14607,21338,11820,14459,258694,15565,19736,258270,258405,258992,258716,258859,18365,258583,22324,258371,21390,258397,67168,18607,14739,18331,258393,259044,387343,258768,12273,258635,29846,319197,258487,259010,258275,258350,258933,14602,258074,258721,258445,258308,258899,80885,258160,15562,257884,66102,258402,258985,100041504,23919,258572,259163,212108,258424,238871,50501,257936,12767,13489,14678,258973,259112,233079,258178,258836,258101,14764,259067,11853,18584,100862247,404338,18372,258067,258654,387285,13616,330122,259025,259100,12640,100041593,207911,258153,381853,14816,213498,257665,100038860,387355,258982,58861,258706,257971,14825,109648,224065,258417,259004,258792,17207,18313,258516,258659,258970,258235,56077,11608,258098,258681,12062,258469,259056,381073,404331,18429,258647,66786,13609,258435,259022,258362,258881,258614,258733,634104,22354,14745,223780,258245,258320,404319,22065,20604,258699,246313,225192,258551,258562,259145,18798,258997,12458,258785,18310,20209,258584,29863,258372,387349,258930,12918,387513,93896,259124,18574,258525,277935,258042,258636,387512,258355,16336,406186,208188,258454,244701,258313,258900,12776,258688,12921,100504346,574417,258264,258407,258994,14419,258853,18367,258506,18155,12669,258767,258804,258819,22353,258671,14683,259046,16801,233080,56089,280287,257898,258481,259068,259083,258344,258935,258068,18573,258447,259034,258299,258310,258893,108071,258745,11539,229214,21333,258608,18315,387356,258987,212541,258120,432530,18356,387340,193053,12000,258426,224129,24012,30878,18322,258660,258252,14672,258975,258763,19222,258103,258495,258478,259061,226304,22095,258924,16952,258648,13618,257913,545156,259027,18751,258155,11517,15559,20311,16866,258601,258325,24047,258700,258552,258730,258794,17201,257931,258518,258589,18167,18761,56212,259107,258752,258831,258683,112408,259058,16439,404325,23984,18442,13611,257910,259016,259095,258281,19220,258883,18389,100504239,11514,20300,258459,258598,353148,258322,21337,117004,20606,258693,258370,257962,404315,258620,259147,258269,258408,258999,258787,74191,258586,16995,239336,353165,14688,18610,242425,269060,54611,258672,15551,259051,259126,73341,12424,258775,258914,258036,258051,258638,29845,110355,19354,259009,621580,50779,18386,15466,18619,258315,258902,108072,258690,11540,258542,258401,258988,140795,56838,17329,14293,12671,258954,22044,19065,258665,13492,26382,14677,259040,259119,258177,258764,258843,19878,16440,258631,12770,100041579,259070,80901,258207,404337,12310,258653,258441,104110,258293,258304,258895,15558,18577,257880,12775,19204,54393,22325,18706,258923,258557,258568,18217,545140,12772,18316,244187,18168,319239,258386,258969,14526,258757,258832,12266,258097,258684,12061,259063,259074,15945,258196,258339,54126,18346,258650,257915,259021,258290,258361,22355,258736,20305,258460,387341,387351,22068,258702,56533,110511,258554,12801,100039053,18797,259000,258788,238377,258591,14065,20663,258687,21844,258677,216783,380698,258465,259052,11512,258189,258776,380921,213788,13605,231871,259018,259089,30955,258358,258941,258729,23796,258453,18976,258241,258316,258907,258168,258695,140498,57252,225642,258993,321020,387344,12374,258717,17202,15199,258580,242851,14062,18317,18752,258959,259011,14291,258811,258822,18328,19214,258674,217212,14686,259045,12426,258769,258844,258632,11554,19395,11549,258351,404346,258387,258075,258433,320207,258450,259033,239283,258302,258309,258896,12802,258748,15563,11542,258536,258403,258990,546747,70086,258573,14702,237362,258425,228228,14715,16800,258879,18321,258524,385643,319229,76854,259042,259113,111174,433292,242093,108073,258340,19227,258064,404322,13617,257916,258443,56349,258158,15552,11535,12769,387352,258983,116903,18352,258559,223435,11552,258422,210198,258793,258517,258656,258380,258971,259110,18369,19218,11609,14308,258686,404328,100042690,18441,258644,13614,257909,12672,51801,258363,58182,19216,227288,258151,258738,258439,14163,258462,258597,259026,258321,404316,20605,258696,57257,258563,259002,24001,235611,56696,18750,258585,207212,258373,258960,258592,11606,259054,53978,104443,258489,259012,259091,258277,258352,258943,14289,387353,19773,258455,100862498,15465,387342,258901,24111,258689,18829,667992,14829,258616,259143,258404,11852,258719,100504362,110524,258507,259165,110312,26946,58175,387348,258805,18330,246691,257734,14680,259047,233081,258180,258846,19877,258634,384732,258486,259069,170639,258932,11651,100042493,258720,259035,216749,258296,258898,14679,108068,258163,100862654,15557,12768,12778,381489,210044,114640,258984,15874,258121,15139,109934,18357,258575,258427,19226,258215,12766,258661,13488,14673,259115,258025,243764,16963,257888,259066,100040268,258342,258925,94226,258649,20301,227717,259024,14652,14601
CYP2E1 reactions	REACT_84738	Reactome	13106
Xenobiotics	REACT_129542	Reactome	404195,233005,69888,545123,243881,13106,337924,13086,71754,56448,545288,13097,13077,13088,72303,13114,13101,380997,13105,13085,13096,76279,13087,13076,13089,13095,13113,56388,13099,13090,100041449,53973,622127,13094,13112,72082,100043108,13107,107141,100041375,13098
Fatty acids	REACT_110925	Reactome	131,091,312,064,385,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Eicosanoids	REACT_87093	Reactome	21,391,643,851,066,400,000,000,000,000,000
Acyl chain remodelling of PG	REACT_134114	Reactome	2,718,446,635,018,780,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Assembly of the RAD51-ssDNA nucleoprotein complex	REACT_127722	Reactome	1,989,119,365,682,400,000,000,000
Presynaptic phase of homologous DNA pairing and strand exchange	REACT_107314	Reactome	193,611,989,112,190,000,000,000,000,000
Homologous DNA pairing and strand exchange	REACT_100519	Reactome	193,611,989,112,190,000,000,000,000,000
Phosphorylation of Emi1	REACT_85518	Reactome	18,817,107,995,268,600,000,000,000,000,000
PI3K Cascade	REACT_98317	Reactome	14164,14179,225326,13685,16591,105787,56717,14183,11652,13631,13448,74769,14172,80857,20104,19042,13684,11651,18709,19744,16367,108097,56716,14171,14182,208643,19079,227154,14178,69008,14175,14186,18576,81897,67112,75778,18708,75669,14784,384783,14170,14177,12283,228775,75705,22084,108079,14174,14165,19082,64930,18607,14388,108099,64654,72149,14176,19247,18706,327826,241113,14180,83379,20869,74370,72508,14173,14184
Resolution of D-loop structures through Holliday junction intermediates	REACT_78278	Reactome	16881
Resolution of D-loop structures	REACT_86900	Reactome	16881
Homologous recombination repair of replication-independent double-strand breaks	REACT_99707	Reactome	1,936,027,354,682,750,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Homologous Recombination Repair	REACT_90944	Reactome	1,936,027,354,682,750,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
G-protein activation	REACT_96347	Reactome	242,851,147,021,467,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
The fatty acid cycling model	REACT_96412	Reactome	222,282,222,722,229
Vitamins	REACT_136048	Reactome	232,174,130,821,311,000,000,000,000,000,000
SCF-beta-TrCP mediated degradation of Emi1	REACT_107186	Reactome	221,902,696,522,186,000,000,000,000,000,000,000,000,000,000,000,000,000,000
allantoin degradation to ureidoglycolate I (urea producing)	PWY-5697	MouseCyc	94041
phospho-PLA2 pathway	REACT_86230	Reactome	2,641,318,783
Ca-dependent events	REACT_97032	Reactome	1,041,101,231,418,740,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
PLC beta mediated events	REACT_34177	Reactome	104110,12314,18796,18747,19085,11513,12912,18795,16438,14679,18575,18753,19084,26413,11512,12313,18750,19088,18783,210044,14678,14687,242851,18798,18573,18752,19087,11515,110355,14686,18749,18574,14677,104111,11514,224129,12315,12326,18797,16440,432530,14681,14685,16439
Acyl chain remodeling of CL	REACT_133595	Reactome	23,108,653,357,225,000,000,000,000,000,000
Signaling by FGFR1 mutants	REACT_129910	Reactome	14,164,141,792,184,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Miscellaneous substrates	REACT_86938	Reactome	337,924,539,736,221,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Cytochrome P450 - arranged by substrate type	REACT_102391	Reactome	404195,233005,69888,13082,545123,243881,230459,72082,13106,277753,337924,13078,13086,13119,71754,56448,13110,545817,631304,100066,13097,13077,18976,72303,13114,13121,666168,74519,13101,665095,13081,13118,380997,13072,71519,545288,13105,100040843,74134,13085,13096,76279,13087,13076,110115,232174,13109,13120,21391,13123,106648,13095,242546,13113,13124,13075,13115,56050,13088,13099,72054,13117,13089,19223,13090,100041449,56388,13070,53973,622127,64385,546726,13112,13074,100043108,13107,107141,100041375,13098,244209,13116,104086,13094,13122
Adenylate cyclase activating pathway	REACT_107738	Reactome	1,041,101,041,111,150,000,000,000,000,000,000,000,000,000,000,000,000,000
G-protein mediated events	REACT_29147	Reactome	104110,12314,18796,18747,19085,14680,11513,12912,18795,16438,14679,18575,18753,19084,26413,11512,12313,18750,19088,18783,210044,14678,14687,242851,18798,18573,18752,19087,11515,110355,14686,18749,18574,14677,104111,11514,224129,12315,12326,18797,16440,432530,14681,14685,16439
Synthesis of PIPs at the ER membrane	REACT_127224	Reactome	2,240,208,349,367,070
Inactivation of APC/C via direct inhibition of the APC/C complex	REACT_107039	Reactome	5,220,659,008,122,360,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	REACT_33157	Reactome	5,220,659,008,122,360,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	REACT_107426	Reactome	12500,17123,78369,80876,21947,15896,14130,12478,110558,16414,16421,245616,266815,12490,16401,23900,74603,16415,16136,12503,271375,14964,16071,15040,245615,100529082,225825,630294,100044019,17470,12010,13052,12502,68713,20343,667977,379043,12526,57781,84544,56554,12266,16408,12550,243864,15015,74482,22329,14972,19294,27007,213002,77777,16412,15019,270152,15894,239849,15043,14990,12501,14991,12525,619960,15006,110557,21939,15013,15007,15018,100044020,50928,52118,66141,12520,110786,15039
Processing of DNA ends prior to end rejoining	REACT_114316	Reactome	225,961,048,841,437,000,000
Nonhomologous End-joining (NHEJ)	REACT_105598	Reactome	104,884,143,751,909,000,000,000,000,000,000
Double-Strand Break Repair	REACT_95411	Reactome	1,048,841,936,027,350,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
valine degradation	PWY3DJ-86	MouseCyc	120,351,047,761,785,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
Phosphorylation of the APC/C	REACT_86267	Reactome	52,206,590,081,881,700,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
