GeneName	day1	day2	day3	WOexpr
KIAA0319	2.392768546	1.219553788	1.52857073	0
EMP3	-1.770321665	1.943629892	4.509424985	0
RNF41	0.639059365	-1.236618249	-1.194766049	0
ARSJ	-1.375683886	-1.546673832	-2.32385988	0
KL	-1.568145956	0.87329989	-1.812683174	0
AK9	1.8174647	1.178020663	2.489048049	0
SLC6A12	1.537923112	-0.743280968	3.161170901	0
AC007207.2	-3.364786606	1.652190686	1.530627493	0
DLEU1	2.189257737	-1.639759619	1.698671559	0
ADH1C	-2.169089551	2.890918272	1.10293112	-1.311132595
GTF3C6	-2.959165814	2.333611317	3.576920161	0
SULT1C2	-2.531587641	1.359274367	1.81131619	-1.174128925
SHROOM1	-2.535244354	0.950811795	4.837474816	0
ACMSD	-2.279273452	2.678838569	2.041516086	0
RTP4	-2.877136609	-1.310169748	-2.175770625	0
NR4A3	2.655213742	2.615611173	-0.814284376	0
EIF4G1	-1.588946909	3.20456982	0.4813818	0
MRC2	2.317134624	3.511942122	-3.094387389	0
SMYD2	-1.383041851	-3.217527163	-2.512209986	0
SPATA18	-1.126520273	2.331369675	2.314565108	0
PRKAR2B	3.721965899	0.693391444	2.164239475	0
CH25H	4.14742431	1.448333124	6.31073524	0
HNRNPU	-1.318261008	0.986713509	2.922816011	0
APLP1	2.277935789	-1.901034947	-1.048187878	0
TLCD1	-1.807064774	2.571849079	-4.424565292	0
ACP5	-1.972387193	-0.606828928	2.479869863	0
OAS3	-1.483750031	-1.52129363	0.696342271	0
AKR1C8P	-2.091737375	-3.036736588	0.949156857	0
APOBEC3F	-1.73637487	-1.133860759	-1.697278795	0
ARHGEF16	-2.446365663	-2.529387833	1.216534622	0
CTD-3080P12.3	-3.642694954	-1.361179558	-2.590052403	0
LPCAT3	1.007883914	1.486833482	-1.220925311	0
SMIM10L2A	2.795820381	-1.346185464	1.353893162	0
GLB1L2	2.058230696	2.662565549	2.551389466	0
SLC1A5	2.387329645	2.070062684	5.81613692	0
HYLS1	-1.757355203	-1.543715796	-1.942151779	0
FLRT3	-1.428977864	-1.829604854	-1.499697831	0
TRBC2	-3.109810584	-1.069486606	2.548050837	-1.900387881
MPPED1	2.079774071	1.254913249	-1.838776887	0
CPN1	-1.332460602	0.880789816	1.590595687	0
ELAVL3	4.18736788	1.564765481	3.015080899	0
BBS9	1.437067245	0.840321945	1.617639978	0
PFN1	-1.832648795	-1.53986383	-1.871901378	0
KCNC3	2.703783233	-0.923717571	3.964448583	0
PDCL3	-2.230130848	4.086673104	-1.775743529	0
CCR1	-2.753388764	1.516131828	3.556714521	-2.124650901
RAX	4.253031332	3.092271427	-0.658332415	0
LHX9	3.749408232	-1.27280801	-3.652041744	0
POP1	-1.890964737	-1.585952298	-1.681729515	0
RTL6	-1.661219771	2.176787312	1.389897835	0
C2CD2	-1.109117496	1.540022974	-1.151678208	0
LINC01638	-2.537836961	-1.441186854	1.194326959	0
ALDH1A3	3.73628579	3.269295921	-1.919058789	0
KLLN	2.002855468	-1.430135485	0.916463033	0
MRS2	-1.02953992	-1.422967033	-1.267828285	0
LSM14A	-1.168136393	-0.738085226	-4.253923356	0
CAMKK2	-1.097415316	-2.233822999	1.20588617	0
BEX2	2.371011043	-0.928418069	-0.846777444	0
LTBP2	-2.074261372	-1.941264618	-1.42004952	0
KIF13A	-0.706012582	3.243511963	5.891007918	0
MT-ND4	-2.356485529	-1.476112311	-1.085959933	0
SAMHD1	1.191068313	-3.055468858	3.486037667	0
TCTN2	0.89778526	-1.241547711	-1.194279455	0
EIF4A1	-1.172427749	2.857855745	-1.109441241	0
FBXL19-AS1	-2.52957779	3.472826827	-1.432643434	0
PIK3R3	1.133054776	1.279434603	0.720933617	0
LPCAT1	-1.458243575	0.722299741	3.297969372	0
ADAMTS3	2.802064517	2.382046714	-1.566437906	0
ZNFX1	-0.756155226	-2.008305376	-1.092814063	0
MAP3K7CL	-1.221263114	1.134849005	-3.484076958	-1.106260967
LRRC15	2.729187884	4.696817556	2.901251136	0
ADCYAP1	4.092751933	0.778262969	1.531856787	0
ANKRD34A	2.847456559	-1.100111563	-4.857329108	0
GPD1L	1.357394328	1.230731454	-2.54677954	0
FANCE	2.096647487	2.938978347	-1.242082827	0
H2AFJ	1.095069455	-2.091785856	-0.789048489	0
RFC2	1.046963781	-2.624954538	-1.116476247	0
IFITM2	-2.144471673	3.229319962	-1.575072505	0
TSPYL4	1.219920382	1.406039432	-0.886065619	0
MYCT1	2.900096868	-4.438560186	-1.202618243	0
GGT1	-1.697672434	-2.497812821	2.960426359	0
IRF4	1.7710204	2.896147791	-0.805248513	0
QSOX1	1.703265694	1.300765672	-0.538324746	0
SWI5	1.101127663	1.325065539	2.1031267	0
SYT4	3.445423547	-0.38049371	-1.195883827	0
LYPD5	3.847063982	1.734233371	-2.084183806	0
AC108062.1	-2.140243154	3.667331205	1.920688721	0
ADD3	1.134033244	-2.835065989	-1.687971237	0
MAP4K4	-0.869451764	-0.99539581	2.993198383	0
WNT4	2.631458575	-1.18780963	4.646473602	0
DNAH10OS	1.968288182	1.332620032	2.191082342	0
SNAI2	1.172355377	-3.347012318	1.383684788	0
TMEM176B	-1.222390716	5.102270162	-1.716485521	0
ATRNL1	3.162562939	-1.432268719	1.249125143	0
BAZ1B	-0.69545995	-0.97639201	-1.173366387	0
AGO2	-1.071217289	-0.960169255	1.449676458	0
AC090136.3	3.9937644	-1.250408726	4.195318894	0
MVB12B	-2.849906111	-2.128000857	-1.183996376	0
CDR1	3.974096999	-2.111591815	-1.269304028	0
FREM2	1.821276968	-2.183223886	0.564340637	0
SCOC-AS1	3.051442848	1.419329365	-2.435031475	0
PPM1G	0.725861081	1.360015093	-1.357145123	0
ZNF664	0.873360138	1.774723112	1.790351475	0
GPR63	3.271813291	1.642418376	-1.32065399	0
WDR82	-0.827332012	1.026813535	2.436551035	0
SACS	1.651232127	3.720261853	0.999338505	0
KIAA0895	1.302638985	2.626542641	1.513583745	0
SLC7A7	-1.480087998	1.9273231	-2.180281696	0
GMEB2	-2.353821516	-0.949492993	1.707518494	0
KCNA2	3.608160162	2.599667951	1.347744887	0
CLSTN2	3.070711614	-1.251859212	1.54672625	0
PTK7	2.998908534	2.099651962	-1.676386039	0
PDE7A	1.051273911	-1.056807062	-1.939087778	0
CYTH2	-0.971072452	-1.699671199	1.468516082	0
PAX1	4.08132025	-1.816307725	1.489811147	0
LIFR	1.970196642	2.588276755	3.360092063	0
CD82	1.472714283	-1.352157674	-3.426022512	0
FCHO2	-1.345161492	-1.442224569	-2.323904693	0
METTL6	1.290327635	4.043966631	1.732471981	0
APCS	-1.693419964	-2.471630571	-0.737458878	0
AC026471.2	3.154080849	2.862240202	0.555231983	0
CCDC40	1.887127276	1.331723679	1.576994636	0
GABRE	-0.778484809	1.55687877	3.65802826	0
PGAP3	-1.829708353	1.317268162	-1.673800643	0
ASAP1	-1.052555352	3.873548827	-0.862900444	0
RNLS	-1.449639323	-1.248988583	2.014406966	0
RYR1	3.791968424	-1.331641844	1.018943409	0
CTTN	-0.847020318	5.253338461	1.464953818	0
PITX2	3.917228916	-0.736132349	0.791792308	0
CNTN1	3.95514039	0.699958835	-0.969980073	0
ZMYM3	-1.528082419	-0.529522099	-0.633699314	0
GPC5	2.191667513	1.461361773	2.177349081	0
MSH5	1.310406169	3.132642603	-1.151455466	0
COPG2	-1.019258068	3.142693378	-1.9534668	0
TUBA1B	-1.263652285	4.824358267	2.805413857	0.949554902
MUC13	-2.075459246	3.574451921	-1.559398246	0
CRTC3	-1.206269048	2.256465847	0.782332633	0
ABI1	-0.660492412	-1.199938968	-4.20515376	0
CDH5	-3.480581825	-1.436437332	-1.385958522	-3.222498962
FGFR3	-2.306903092	3.431909022	2.782810559	0
INKA2-AS1	2.381543085	-2.587896844	0.967838057	0
TPCN2	-1.215342079	3.272408872	-1.357973386	0
MTCO1P12	-1.945627489	-1.81558678	0.970250516	0
SMARCB1	-1.937613574	1.201459669	4.867791162	0
GPX1	-1.207221847	-0.864896302	-0.854389358	0
RBM12	-0.686679014	-2.924643139	-1.611462801	0
NLK	0.935134019	2.643070633	0.979270261	0
ITGB1-DT	-1.32830072	-0.656165679	4.671186009	0
AC006254.1	-2.005298842	-1.309845829	0.937185334	0
MSX2	3.763328523	3.309142464	-2.779164483	0
CXorf40B	1.171983372	2.336554202	-0.911887623	0
ARMCX6	-0.950875659	2.291522669	3.058203975	0
SURF4	-0.84669275	-2.253694269	-4.402893427	0
PURPL	2.361597825	-0.855416046	2.543931401	0
TXNRD3	-1.881763291	0.824628217	-1.309126302	0
VLDLR	1.090533963	1.15383275	0.764059422	0
LHX1-DT	3.95794215	2.015982196	0.628276985	0
MLX	0.528986759	-4.103467262	1.940496052	0
CCND2P1	-3.229442285	-1.48113694	2.054122765	0
TAF9B	-0.973040541	0.910593153	-3.081835831	0
SCN9A	-1.266940383	-2.432814104	-0.706647613	0
NIPSNAP3A	-1.846360107	1.307623531	1.318304303	0
CCR7	-3.448227183	-1.41883511	0.923125971	0
PDK1	1.135704654	2.061794514	2.209139251	0
PFKM	1.031749328	-0.972192314	-1.35454192	0
C9orf72	2.115890453	-1.055725027	1.130511736	0
HS3ST6	3.742456565	-1.800345051	-0.792011312	0
GXYLT2	1.69227022	2.866178475	3.083663105	0
TRPC1	2.314062029	1.532060422	-2.308530562	0
ZFP3	1.586476196	3.172103983	2.89113628	0
CNNM4	1.587969734	2.674655835	-0.698215484	0
STAP2	-1.296820326	3.381543616	0.708631015	0
ARID5B	-1.342775861	3.354876532	-2.723638668	0
ADGRD1	-1.485320736	4.421674688	4.286919888	-0.898854257
FOLR1	-3.089264502	-0.875083508	-0.581180623	-1.768683191
STOM	-0.885963505	-2.079401578	1.511456339	0
FHL1	1.09600953	-1.154379452	-2.275951201	0
ACOX1	-1.020384174	-0.677924863	-1.508160499	0
TMEM86A	1.722508402	-1.394196519	3.596195698	-1.34048503
VPS8	1.443300311	1.534423297	-2.009354078	0
GNB1	-0.688899701	1.236086635	4.76179944	0
FLOT2	-1.458251067	-0.640657717	-1.163736135	0
FEZF1	3.677785206	4.243992713	4.734216181	0
PEX26	-1.090270862	3.19918905	-1.820793679	0
COQ10A	1.63814002	-4.037507518	4.644468686	0
FOXP2	1.139420456	2.895024429	-1.494101541	0
ASGR1	-1.775351187	-2.086167597	3.17879475	0
AC138393.1	1.61939795	1.526187512	-2.012368467	0
CRCT1	-3.029960617	1.73902324	-1.212844189	0
GS1-124K5.4	2.916744428	2.063223085	1.742197992	0
SMAP1	-0.508967184	-1.120286569	-1.786903562	0
TRIM5	-0.807769316	4.592898742	-2.205348178	0
BEX4	2.356972324	-1.119897672	1.664576783	0
RSPH3	0.871870541	-0.684634206	-0.419180768	0
ALG14	-1.891249096	1.674933601	-2.059379294	0
TMTC2	1.42032563	1.365940554	-2.005250103	0
TMOD1	0.833602158	-1.196970729	2.008934122	0
CHD5	3.435633708	-1.282314516	3.111123043	0
RNF34	-1.105880193	1.881123172	-3.2098137	0
AL354920.1	2.206070145	-1.196788921	-1.275121293	0
IFNLR1	1.27248667	2.614485104	1.373498386	0
UBAC2-AS1	1.946423426	-1.473520982	-1.76020358	0
CCDC22	-2.006115916	-1.432909939	-1.39287389	0
ABCA6	-1.81843806	2.332255943	-1.566025589	0
TM2D2	0.778488026	2.149399038	-0.752925041	0
TTLL5	1.077280359	1.958182795	-2.759826615	0
NCOA5	-1.16931741	4.76606187	4.345758868	0
ARL2BP	-1.496103144	1.886415191	0.808260543	0
COL5A2	-1.387048832	-2.455610502	-2.257037518	0
PTGER2	3.479765165	-2.243131199	-2.407320605	0
KIF3C	1.22535933	3.995358553	1.841225998	0
KDF1	-2.879232506	3.783016847	0.834995872	0
NDUFV2	-1.085556324	1.283280506	4.427806221	0
KLHL8	1.635764828	2.834466987	1.378505109	0
WNT3	-1.828022453	0.729851196	3.265624091	0
CHFR	-1.26239815	2.357706067	-1.094388466	0
TNFRSF14	-2.049538604	0.935116247	-2.577937641	0
CFAP65	3.661862373	-2.92737422	2.168246709	0
HOXD11	3.886226939	-0.996254156	4.096123316	0
SEPT4	0.981032683	4.535959934	-3.661009517	0
NCKAP5	0.796057833	-2.351723465	-1.620495817	0
HNF1A	-2.653312635	-2.946188944	-0.381512723	0
TTC25	3.068337925	3.008700843	-0.871577537	0
HS6ST3	3.682936263	-2.913048121	4.27303371	0
MFSD9	0.999894205	2.291901652	0.79099662	0
APLP2	0.716662238	1.066415541	0.917118071	0
PYCARD	-1.984976239	1.072620328	-1.091918362	0
LIPH	-1.055296309	1.388170944	-0.498253775	0
MANBA	1.546441636	0.879413082	-2.471846376	0
DRAXIN	2.433683377	-2.546823999	-2.158303353	0
RAB32	-1.482866109	-3.138968258	-1.34770867	0
SLC19A2	0.930664799	1.438092137	-2.507854408	0
ID4	3.652129553	-1.786757277	1.609641154	0
MTUS2	1.714127338	-1.519293438	-2.180468819	0
KCNT1	3.055523734	-2.577120048	6.105418065	0
NSUN7	1.856498035	2.565361902	-1.05825175	0
NAP1L3	3.619698193	-3.771075373	-2.74655892	0
SNRNP48	1.290992686	-2.236186935	1.807086205	0
METTL7A	-0.945850782	-0.797493244	4.485785446	0
DDX39B	-0.945063034	-2.393253515	1.133266177	0
ZXDC	0.942608725	3.297742022	-3.972025431	0
NTPCR	0.785360725	5.378118499	1.587892677	0
SGMS1-AS1	1.357548268	-2.58046309	3.681257719	0
RBM5	-1.060302971	2.116050844	-0.862618368	0
SLC51A	-1.889849127	1.501708215	2.448842957	0
RNF207	-1.827633582	1.460355642	1.815845645	0
FGF14-AS2	1.891238705	-0.726896127	1.708295398	0
LCMT2	-0.917090277	0.778433689	4.286349346	0
PREX2	2.794906781	-2.637051311	-0.897305043	0
CEBPD	-2.111326074	1.563495021	-3.460531998	0
CCT3	-1.016753376	-0.80488019	-1.695110339	0
ADH4	-1.812336365	-1.871117474	2.261211734	0
MT-ND3	-1.902618429	-2.038171938	-0.773707374	0
PPP4R1	-0.977143533	-3.308437876	-1.912136111	0
OLFML2A	2.780371641	-2.224098763	-0.867552617	0
AL162171.1	3.186228791	-0.916948683	3.748140709	0
RBM20	1.752821078	4.725989056	2.364996919	0
HOXC10	3.832569942	3.912557099	-3.937267536	0
MMP19	-1.634023814	-0.824105482	-2.470819135	0
DCTD	-0.891805027	-2.533980279	0.808127651	0
MCM9	-1.392593284	1.224116799	-1.22921939	0
AC017002.3	-3.638441183	3.956451657	-1.683965385	0
IL31RA	2.626098088	0.585143304	-0.922602771	0
DOK5	3.019926226	-2.550140365	-1.088753185	0
FAAH2	1.867167967	-4.329139855	1.286174145	0
PPTC7	1.443615292	-1.900842955	-0.733974678	0
PGR	3.642478928	-2.553830287	0.637775345	0
AC024475.4	3.79312213	-2.704409089	-0.996735968	0
ST3GAL4	1.142821456	0.79720631	-2.070609592	0
SPIRE1	0.963705343	-3.582137072	-1.512418657	0
PRTG	2.618683554	-1.514576228	3.284855059	0
AC097637.1	2.74139782	-1.795118712	1.460401519	0
WEE1	-1.353109789	1.01191289	1.712848917	0
UBE3D	1.534188443	2.567710859	1.723253199	0
UFC1	-1.493538148	-2.646444693	1.121565431	0
AC027020.2	3.057684985	-1.30713989	-1.901869026	0
ACOT9	-0.992348532	-3.96312855	-1.024455649	0
DBP	2.794769147	3.67133854	1.987228362	0
TUSC1	-1.413638455	2.129864459	1.799613117	0
KALRN	0.820610743	-1.23242428	-0.879529219	0
APOBEC3H	-3.350424342	0.942969032	-0.419630838	0
ANXA13	-1.553921348	1.172802656	-0.53980319	0
USP22	-1.107820827	-2.708762134	-1.837589161	0
NME7	2.264569791	2.623872778	-0.425852665	0
AC079777.1	-2.930435916	-1.697842662	-1.138395078	0
AMIGO2	1.595256096	-1.000528624	0.851325542	0
FAM187A	1.900065346	-2.411097055	0.958998668	0
FAM114A1	-0.737597451	2.428108419	3.362534558	0
RELL2	2.035379175	3.720129247	1.226399814	0
DPYSL2	1.017663869	-1.985989409	-1.32790023	0
TTC26	1.533894468	1.717252294	-1.673285348	0
PCDHAC1	2.437261534	3.491472562	2.89535573	0
CFHR2	-2.485980262	2.043109008	2.116747551	0
LGI3	2.855453208	3.601408532	0.953656024	0
MSL2	0.634250208	3.789907227	1.815745302	0
IL13RA1	-0.841099516	-1.136942671	-0.793905076	0
ERBB2	-1.882740296	-1.485670543	-0.89672084	0
ABCB9	1.943166503	-1.4178004	1.40544875	0
FAM171B	2.30446477	2.607701474	1.757384031	0
ISCA2	1.268386214	4.57783454	3.991130383	0
AC087482.1	1.076054489	1.193494824	-0.496746012	0
KBTBD4	-1.363728399	1.366655269	-2.414293249	0
CYP2S1	1.89029553	1.592996621	6.082447844	0
GLI1	2.257779678	-1.506377953	2.063151661	0
SFXN5	-1.260841908	0.281775013	-3.708304309	0
ULK2	-1.723287164	-0.562722356	-1.208012223	0
ITPRIP	1.337659625	-2.303544838	0.800016948	0
ZNF711	3.189924203	1.739150588	-2.973679921	0
C3orf85	-3.377116284	2.231603153	3.441297109	0
GEN1	-1.125551936	-1.735195713	1.901724626	0
TMEM159	1.526773752	3.354932288	0.571185193	0
HIST3H2A	2.852546535	4.572241788	-3.105030366	0
SLC12A5-AS1	3.529664635	-2.181467152	1.991078088	0
SSH1	-1.058584827	3.219235614	1.751771955	0
ARL3	1.479411165	0.786075356	-0.952473393	0
C11orf95	-1.226783591	1.353122381	-1.55918288	0
#N/A	-1.605665915	-1.534053268	0.939015293	0
AL392172.1	2.317812522	4.476065039	3.669006068	0
STMN2	3.440127318	3.343261952	4.282536719	0
ANKRD24	2.611034435	0.817341734	-0.858788701	0
TMEM37	-1.257171683	2.25742285	-1.851594107	0
FYN	1.347329051	2.82105577	-1.07064349	0
PARP10	-2.516326679	2.778507086	2.246814654	0
ANTXR1	2.695390076	-1.050519935	-0.79299564	0
GPR160	2.311897916	-1.260391002	1.332242411	0
DNAJB3	-2.73909003	1.506805601	1.730005415	0
GGACT	1.125457782	-1.279523989	0.925398516	0
PLP2	-1.526783789	-1.326880268	-1.433084131	0
NKILA	2.966879693	2.829133045	-1.118934855	0
RBFA	-0.994549412	1.316906338	1.005987756	0
ZPR1	0.74748557	1.499517706	-0.550377044	0
CFAP52	3.632016854	3.160565829	-1.659703159	0
RNF115	-1.04076021	0.65499512	-0.522896866	0
DPCD	1.343289305	-3.687126596	3.877967505	0
TRIM52	1.06997551	-1.930678936	2.526767867	0
RALGAPA1	1.338765757	1.794101015	1.876790388	0
GALC	-1.661382715	-2.437914475	2.485015887	0
PRDM8	3.467333222	-0.884651639	-1.311404438	0
CA2	0.943966341	1.507539528	-1.351705177	0
ALB	-1.253612363	-1.451670122	0.706681434	0
GRIA3	-1.553901967	-1.432012149	-1.917132262	0
SLC32A1	3.678761262	-3.338870067	-0.773302798	0
AC097534.2	2.799213451	-1.160114816	-2.494880969	0
DDN	3.44977636	-1.786238161	-2.219430971	0
FCHO1	2.935390355	1.479378021	-0.951162634	0
HBA2	3.636586592	-1.447469977	2.656095699	0
CMPK1	-0.901533834	1.281158064	1.125909409	0
AKR1C4	-1.612275735	-1.513489709	-0.964033318	0
SLC3A1	-2.469485465	1.671928497	1.371024893	0
IFT22	1.434291259	0.412572919	-2.35891637	0
ALDH1A1	-1.444273997	-0.874235063	-1.945067879	0
CEBPA	-1.793916258	-2.465743032	0.880164788	0
PRR26	-1.161380111	1.282331407	2.05678698	0
KIAA1549	-1.01332764	0.51260312	0.593184216	0
AC129492.1	3.067476696	-2.486424817	-2.469455293	0
GPR176	-0.983365362	-1.827436654	0.964537287	0
PTGER4	2.10632674	1.771771012	0.897093631	0
SPTBN1	-0.646706952	3.059421999	1.490834012	0
MLF1	3.396112115	3.694298468	1.331004273	0
PTPN5	3.605402119	2.835570326	-1.103005375	0
CRLF1	2.387094589	-1.497347583	1.266713201	1.639727121
WDR33	-0.694107658	-1.184120554	-0.961318767	0
PROC	-1.458917402	-2.208520292	-1.287850825	0
UBP1	-0.588013019	-1.99898108	1.23738012	0
ADPRH	-1.42579934	2.035298144	2.519694324	0
CMTM3	-1.616959425	-0.925137311	2.40319812	0
RHBDL3	3.087856678	1.851356011	-3.117109213	0
IFT122	1.177447605	1.153214739	1.355055341	0
RAB31	1.936613017	-1.096086492	-1.151708236	0
ONECUT3	3.664825484	1.53151813	1.496896457	0
IGSF1	1.008537638	2.721685661	2.255646434	0.889509685
AC012640.2	2.158570199	-0.386226339	2.558244134	0
CDC25B	-1.516908917	1.686378261	2.014049317	0
PDZD4	3.206471079	1.29528965	2.19522519	0
CITED1	3.342718207	1.377510946	-0.972575357	0
XAF1	-1.206954395	-1.609967207	-1.984948478	0
FBXO16	1.159103816	0.668222909	3.826894494	0
IL1RN	-1.724568503	2.285990723	2.8180073	0
SCML4	-1.919058167	3.521924172	2.835011451	0
C14orf132	1.060385945	-1.134105226	2.613038947	0
NPAS1	2.511402083	5.135538736	1.228790128	0
PPP2R2C	1.803303885	2.014753492	1.284626899	0
MFAP3L	1.015324706	1.062378747	-1.959802555	0
CPD	1.229009683	-1.135604029	-1.497938727	0
AC116407.2	-2.456659442	-1.570038385	-0.873099674	0
UPP1	0.895336077	-3.113045378	-1.777201777	-0.664096949
C3	-0.91197292	1.368489579	3.350299759	0
FABP5	1.533620323	1.073247998	1.462673127	0
NPTN	0.884622142	3.126921351	-1.165955921	0
ACKR2	-1.498396486	-1.449535453	2.755922359	0
ALOX15	3.091627277	-0.845709244	2.497957767	0
SEPHS1	-1.070326384	3.689261231	3.554783782	0
ANXA4	-1.346817971	0.793151179	2.677857328	0
SLC35C1	-1.779342363	2.193111505	1.52518689	0
FAM91A1	1.599416437	-0.929170351	-1.010136103	0
CCNL2	-0.599737733	-1.40369013	1.85855813	0
BID	-1.113471553	-3.256056479	1.89904323	0
TMCO3	-0.687957765	-0.957818625	-1.435629336	0
USF3	-0.902663257	-1.135251074	-1.078980844	0
WNT10B	2.836891033	0.607688386	-0.435686302	0
PCBD1	-0.891425482	-0.674410512	2.454681628	0
SBSPON	-2.123551226	4.87222985	0.854282018	-1.395696244
CASC19	-3.15868435	-2.25465971	-2.770337725	0
ZFAND4	1.36979411	1.292270333	-2.191704216	0
UNK	-1.749931314	2.964129278	1.916714686	0
TRMT12	1.238126222	-2.694916169	0.770268171	0
CRYAA2	-1.806647588	-0.575328669	-0.503989434	0
HERC6	-1.615915759	1.189955769	1.266034097	0
CLDN4	-1.688357367	0.664084935	1.092952508	0
TTYH1	2.656947832	1.304984311	3.274739124	0
FES	-2.726700734	-1.079922852	0.8096865	0
NONO	-0.722558152	-1.351078214	0.757146899	0
SOCS2-AS1	-1.376452955	1.764300388	-2.02281809	0
GPX3	0.727573663	4.003091226	-3.961306176	0
AC135048.4	-2.184609873	-3.523609205	-1.137213314	0
HPS3	1.420220428	-3.523352305	-0.907496459	0
AGTR1	1.067134694	-0.791185416	0.980700721	0
JOSD1	0.498825798	-1.844773589	0.53844508	0
IL1R1	-0.739076468	1.494561423	3.601660411	0
N4BP2L1	1.250072365	-2.358408416	-3.649013776	0
BSPRY	1.378570501	-2.08171347	-0.460112646	0
IL32	-1.007561911	-0.700822819	-3.07092256	0
ACE2	-1.55273116	-2.17654017	-4.848348662	0
PACRG	2.35368052	-0.936348989	3.882456226	0
HS3ST3A1	1.986064786	0.984881612	2.682596803	0
WNT2B	1.709039574	-1.241069179	2.053902865	0
FAM118B	1.247283832	5.054897756	0.679379965	0
PSMB10	-2.055658069	1.989272608	1.324823616	0
CDIP1	-1.641898461	-0.740016805	1.987394568	0
LINC02381	2.704084981	-1.650416542	-0.542489207	0
C1QTNF3	-2.184874532	2.21288013	1.625943253	0
CPB2	-1.484868064	-1.576925548	-1.066932416	0
GALNT12	2.072277428	2.667208574	1.314257109	0
ZNF445	1.081348524	-2.79983391	0.752500685	0
PRKAR2A	-0.615559254	-2.790371463	2.407140819	0
RNF144B	-0.971724616	3.409380899	-1.143551594	0
DAW1	3.452128058	-0.679808133	2.425713623	0
PDIA4	-0.782990182	-1.057492614	-1.868582124	0.603980184
CCDC151	2.835399757	-1.064199918	0.500229409	0
PIGV	0.632104146	-2.015151384	3.231068679	0
FAM124A	1.595295002	2.277441829	0.658049138	0
FAM222A	2.128274993	-1.047335839	-1.410930935	0
LINC01503	-1.775719327	1.35880747	-1.241761816	0
ZIK1	2.85141608	-1.268157662	-1.545862297	0
SLC25A3	-0.811272869	1.487708715	3.092555426	0
TTC7B	0.887711617	0.775810236	1.258317709	0
SGCE	1.712164313	-3.160422123	-1.801771003	0
C3orf86	-2.8373741	0.945547482	-0.850845674	0
CXCL2	-2.032387659	1.886164068	-0.789686908	0
CTAGE4	-1.477265325	2.756897916	-1.413528997	0
PRKN	1.052714632	1.594779113	-1.923901472	0
HIF1A	-0.923585246	1.450106939	-2.114335685	0
OTX1	2.228959424	1.482042074	1.371821254	0
DBT	1.192675086	-0.949802466	1.422377053	0
BRAF	0.976365354	-1.478091171	-1.13802428	0
S100A14	1.125586873	-3.692444579	2.67709852	0
MINPP1	1.076276503	4.504072048	1.504479235	0
KHDRBS1	-0.726628854	-1.14477987	0.912034585	0
AACS	-1.980982763	-0.851220322	4.982412631	0
ANXA2	-1.616600345	-1.24998636	1.041210351	0
HPN	-1.799899945	2.232881155	-1.119792643	0
SLC39A9	1.073929041	-2.758523488	0.916068817	0
PCDH17	2.347370423	3.215455027	1.487809522	0
CAMKV	3.461724929	-3.557826135	-0.595802359	0
ARHGEF17	-1.784644722	3.476142205	1.190372835	0
PECR	1.003214412	-1.440417103	-1.058778595	0
SNRK	0.738605672	-1.829256563	-4.114782496	0
RGMB-AS1	2.013149352	3.090280428	3.195205635	0
NDNF	3.468935672	-2.336196413	1.314267873	0
DSTYK	-1.548158983	1.583828981	-1.002809913	0
SEL1L3	-0.780815892	1.186457782	-1.461355788	0
PPRC1	-1.815096327	-0.980417818	0.394744069	0
PECAM1	-2.2508785	1.920674128	-1.159750634	-3.865879856
LRP12	1.338694019	-1.306845207	-1.912491296	0
BTBD6	-1.547233026	1.267792484	-2.229655945	0
PGS1	1.174129832	-2.438969577	1.405501046	0
LILRB4	-3.282863608	-3.405594228	2.084456209	-2.485053532
MXI1	1.110669976	-3.920429084	-1.462402535	0
SCAF11	-1.508794858	-1.597244658	-0.67785576	0
SLC2A2	-1.627963678	5.43645645	-1.884197875	0
ECM1	-1.852936249	3.067642267	2.682905895	0
AC084033.3	1.914019022	4.458470014	-1.953232883	0
ZC3H7B	-2.002243337	1.800240951	0.969937407	0
NLN	-1.178662439	3.791095877	-0.764273915	0
NOS1AP	1.498138206	0.66972116	1.242006231	0
SORL1	0.751903167	-0.540624202	0.768376079	0
ADRA1A	1.218812865	1.083944395	0.63381237	0
RASSF8	1.425302321	2.427806983	-0.939012546	0
ICA1	-1.159478709	0.934341128	-0.603809031	0
C4orf19	0.596163983	-0.828367778	1.227650719	0
CRIP3	-1.240995795	-1.156197524	3.545671622	0
LAMA1	3.246277705	-1.73798467	0.948394038	0
AMDHD2	1.297923251	-1.416896288	3.721422579	0
SLC28A1	-1.277873986	-1.323176991	1.013151196	0
HRNR	1.403616427	1.439198688	1.303804598	0
ZFP91	-0.714851266	-3.452113206	-1.718389963	0
PAFAH2	-0.596465035	-1.670544411	-2.827421243	0
P2RX2	3.320729298	1.567122932	-1.20594187	0
H6PD	-1.644086873	-1.142490344	0.694570522	0
RUNX2	3.096906019	-2.592429142	1.861642973	0
ZBED6CL	-1.62098971	-1.667153714	5.06697286	0
C1orf198	-1.012821622	-1.346358433	-2.286732831	0
NTNG1	3.506155901	1.942081534	1.257767201	0
USP2	1.588779144	-1.224068383	0.909777192	0
ASAP2	0.809633467	0.725411904	3.66238609	0
MUC6	-2.56277978	1.983111619	-1.079055797	0
